7110	APPLY_FOR_RVISA	2	240897	2020-09-23	2020-09-22	243.5	3	0.15	Noqoodi	1
7169	RENEW_RESIDENCE	1	873937	2024-06-03	2024-06-02	443.5	3	0.15	Noqoodi	1
7169	RENEW_RESIDENCE	2	885793	2024-06-22	2024-06-21	443.5	3	0.15	Noqoodi	1
7343	RENEW_RESIDENCE	1	873963	2024-06-03	2024-06-02	443.5	3	0.15	Noqoodi	1
7343	RENEW_RESIDENCE	2	888020	2024-06-26	2024-06-25	443.5	3	0.15	Noqoodi	1
7644	RENEW_RESIDENCE	1	888759	2024-06-28	2024-06-27	443.5	3	0.15	Noqoodi	1
7644	RENEW_RESIDENCE	2	888760	2024-06-28	2024-06-27	443.5	3	0.15	Noqoodi	1
7947	APPLY_FOR_RVISA	1	154216	2019-05-30	2019-05-29	497			Noqoodi	1
7947	APPLY_FOR_RVISA	2	154666	2019-06-01	2019-05-30	497			Noqoodi	1
9141	RENEW_RESIDENCE	1	1166949	2025-02-06	2025-02-05	443.5	3	0.15	Noqoodi	1
9141	RENEW_RESIDENCE	2	1173172	2025-02-13	2025-02-12	443.5	3	0.15	Noqoodi	1
9228	APPLY_FOR_RVISA	1	161889	2019-07-07	2019-07-06	497			Noqoodi	1
9228	APPLY_FOR_RVISA	2	195978	2020-02-24	2020-02-23	197			Noqoodi	1
9367	RENEW_RESIDENCE	1	1079160	2024-12-10	2024-12-09	443.5	3	0.15	Noqoodi	1
9367	RENEW_RESIDENCE	2	1087909	2024-12-19	2024-12-18	443.5	3	0.15	Noqoodi	1
9439	RENEW_RESIDENCE	1	1178029	2025-02-19	2025-02-18	443.5	3	0.15	Noqoodi	1
9439	RENEW_RESIDENCE	2	1178878	2025-02-20	2025-02-19	443.5	3	0.15	Noqoodi	1
9529	RENEW_RESIDENCE	1	1082204	2024-12-14	2024-12-13	443.5	3	0.15	Noqoodi	1
9529	RENEW_RESIDENCE	2	1097712	2024-12-31	2024-12-30	443.5	3	0.15	Noqoodi	1
10379	APPLY_FOR_RVISA	1	176461	2019-10-21	2019-10-20	496			Noqoodi	1
10379	APPLY_FOR_RVISA	2	200155	2020-03-18	2020-03-17	197			Noqoodi	1
10379	APPLY_FOR_RVISA	3	201882	2020-03-30	2020-03-29	196			Noqoodi	1
10490	APPLY_FOR_RVISA	1	177251	2019-10-27	2019-10-26	496			Noqoodi	1
10490	APPLY_FOR_RVISA	2	177427	2019-10-28	2019-10-28	496			Noqoodi	1
10494	APPLY_FOR_RVISA	1	177117	2019-10-26	2019-10-24	497			Noqoodi	1
10494	APPLY_FOR_RVISA	2	177261	2019-10-27	2019-10-26	496			Noqoodi	1
10509	APPLY_FOR_RVISA	1	177878	2019-10-31	2019-10-30	496			Noqoodi	1
10509	APPLY_FOR_RVISA	2	194294	2020-02-12	2020-02-11	326			Noqoodi	1
10509	APPLY_FOR_RVISA	3	194535	2020-02-13	2020-02-13	276			Noqoodi	1
10597	APPLY_FOR_RVISA	1	179350	2019-11-09	2019-11-07	496			Noqoodi	1
10597	APPLY_FOR_RVISA	2	200150	2020-03-18	2020-03-17	196			Noqoodi	1
10614	RENEW_RESIDENCE	1	1178873	2025-02-20	2025-02-19	443.5	3	0.15	Noqoodi	1
10614	RENEW_RESIDENCE	2	1187013	2025-02-28	2025-02-27	443.5	3	0.15	Noqoodi	1
10798	RENEW_RESIDENCE	1	1319729	2025-05-30	2025-05-29	443.5	3	0.15	Noqoodi	1
10798	RENEW_RESIDENCE	2	1349235	2025-06-11	2025-06-10	443.5	3	0.15	Noqoodi	1
10802	RENEW_RESIDENCE	1	1219431	2025-03-15	2025-03-14	443.5	3	0.15	Noqoodi	1
10802	RENEW_RESIDENCE	2	1223747	2025-03-20	2025-03-19	443.5	3	0.15	Noqoodi	1
10982	RENEW_RESIDENCE	1	1226521	2025-03-24	2025-03-23	443.5	3	0.15	Noqoodi	1
10982	RENEW_RESIDENCE	2	1259158	2025-04-11	2025-04-10	443.5	3	0.15	Noqoodi	1
11595	RENEW_RESIDENCE	1	1301024	2025-05-07	2025-05-06	443.5	3	0.15	Noqoodi	1
11595	RENEW_RESIDENCE	2	1309257	2025-05-15	2025-05-14	443.5	3	0.15	Noqoodi	1
11649	RENEW_RESIDENCE	1	1301023	2025-05-07	2025-05-06	443.5	3	0.15	Noqoodi	1
11649	RENEW_RESIDENCE	2	1306148	2025-05-10	2025-05-08	443.5	3	0.15	Noqoodi	1
11706	RENEW_RESIDENCE	1	1320757	2025-05-31	2025-05-30	443.5	3	0.15	Noqoodi	1
11706	RENEW_RESIDENCE	2	1347789	2025-06-10	2025-06-09	443.5	3	0.15	Noqoodi	1
12109	RENEW_RESIDENCE	1	1311615	2025-05-19	2025-05-18	443.5	3	0.15	Noqoodi	1
12109	RENEW_RESIDENCE	2	1312544	2025-05-20	2025-05-19	443.5	3	0.15	Noqoodi	1
12646	RENEW_RESIDENCE	1	1361155	2025-06-30	2025-06-29	443.5	3	0.15	Noqoodi	1
12646	RENEW_RESIDENCE	2	1366404	2025-07-01	2025-06-30	443.5	3	0.15	Noqoodi	1
13274	APPLY_FOR_RVISA	1	193450	2020-02-08	2020-02-06	397			Noqoodi	1
13274	APPLY_FOR_RVISA	2	195981	2020-02-24	2020-02-23	196			Noqoodi	1
13452	APPLY_FOR_RVISA	1	193048	2020-02-05	2020-02-04	397			Noqoodi	1
13452	APPLY_FOR_RVISA	2	195982	2020-02-24	2020-02-23	197			Noqoodi	1
14151	RENEW_RESIDENCE	1	1700703	2026-01-21	2026-01-20	457.46	0	0	Credit_Card	1
14151	RENEW_RESIDENCE	2	1800039	2026-03-06	2026-03-06	446.65			Noqoodi	1
14592	RENEW_RESIDENCE	1	1577794	2025-11-06	2025-11-05	457.46	0	0	Credit_Card	1
14592	RENEW_RESIDENCE	2	1588956	2025-11-19	2025-11-18	443.5	3	0.15	Noqoodi	1
14943	RENEW_RESIDENCE	1	1646331	2025-12-23	2025-12-22	457.46	0	0	Credit_Card	1
14943	RENEW_RESIDENCE	2	1695871	2026-01-16	2026-01-15	443.5	3	0.15	Noqoodi	1
15416	RENEW_RESIDENCE	1	1644179	2025-12-20	2025-12-19	457.46	0	0	Credit_Card	1
15416	RENEW_RESIDENCE	2	1655060	2025-12-31	2025-12-30	443.5	3	0.15	Noqoodi	1
15590	RENEW_RESIDENCE	1	1655821	2025-12-31	2025-12-30	457.46	0	0	Credit_Card	1
15590	RENEW_RESIDENCE	2	1705291	2026-01-27	2026-01-26	443.5	3	0.15	Noqoodi	1
15591	RENEW_RESIDENCE	1	1691581	2026-01-12	2026-01-11	457.46	0	0	Credit_Card	1
15591	RENEW_RESIDENCE	2	1713484	2026-02-02	2026-01-31	443.5	3	0.15	Noqoodi	1
16234	APPLY_FOR_RVISA	1	270299	2021-01-18	2021-01-17	393.5	3	0.15	Noqoodi	1
16234	APPLY_FOR_RVISA	2	287292	2021-03-04	2021-03-04	73.5	3	0.15	Noqoodi	1
16545	RENEW_RESIDENCE	1	1798756	2026-03-05	2026-02-28	543.5	3	0.15	Noqoodi	1
16545	RENEW_RESIDENCE	2	1804971	2026-03-11	2026-03-10	443.5	3	0.15	Noqoodi	1
17402	RENEW_RESIDENCE	1	1816579	2026-03-24	2026-03-19	457.46	0	0	Credit_Card	1
17402	RENEW_RESIDENCE	2	1872373	2026-04-27	2026-04-25	443.5	3	0.15	Noqoodi	1
17666	APPLY_FOR_RVISA	1	174275	2019-10-07	2019-10-06	496			Noqoodi	1
17666	APPLY_FOR_RVISA	2	306926	2021-05-17	2021-05-16	393.5	3	0.15	Noqoodi	1
17772	APPLY_FOR_RVISA	1	314194	2021-06-06	2021-06-06	393.5	3	0.15	Noqoodi	1
17772	APPLY_FOR_RVISA	2	314744	2021-06-09	2021-06-09	393.5	3	0.15	Noqoodi	1
17930	APPLY_FOR_RVISA	1	314190	2021-06-06	2021-06-06	393.5	3	0.15	Noqoodi	1
17930	APPLY_FOR_RVISA	2	314743	2021-06-09	2021-06-09	393.5	3	0.15	Noqoodi	1
18311	APPLY_FOR_RVISA	1	324589	2021-07-28	2021-07-27	393.5	3	0.15	Noqoodi	1
18311	APPLY_FOR_RVISA	2	591452	2023-05-29	2023-05-27	443.5	3	0.15	Noqoodi	1
18875	RENEW_RESIDENCE	1	2032984	2026-07-18	2026-07-17	443.5	3	0.15	Noqoodi	1
18875	RENEW_RESIDENCE	2	2034174	2026-07-20	2026-07-18	443.5	3	0.15	Noqoodi	1
19284	RENEW_RESIDENCE	1	1980457	2026-06-24	2026-06-23	457.46	0	0	Credit_Card	1
19284	RENEW_RESIDENCE	2	2023336	2026-07-08	2026-07-07	443.5	3	0.15	Noqoodi	1
20075	RENEW_RESIDENCE	1	2034094	2026-07-20	2026-07-18	443.5	3	0.15	Noqoodi	1
20075	RENEW_RESIDENCE	2	2035643	2026-07-22	2026-07-21	443.5	3	0.15	Noqoodi	1
20118	RENEW_RESIDENCE	1	2019035	2026-07-06	2026-07-05	443.5	3	0.15	Noqoodi	1
20118	RENEW_RESIDENCE	2	2032305	2026-07-17	2026-07-16	443.5	3	0.15	Noqoodi	1
20264	RENEW_RESIDENCE	1	2033421	2026-07-18	2026-07-17	457.46	0	0	Credit_Card	1
20264	RENEW_RESIDENCE	2	2034168	2026-07-20	2026-07-18	443.5	3	0.15	Noqoodi	1
21021	RENEW_RESIDENCE	1	2099619	2026-08-30	2026-08-27	457.46	0	0	Credit_Card	1
21021	RENEW_RESIDENCE	2	2125571	2026-09-02	2026-09-01	443.5	3	0.15	Noqoodi	1
24296	APPLY_FOR_RVISA	1	498511	2022-12-15	2022-12-14	393.5	3	0.15	Noqoodi	1
24296	APPLY_FOR_RVISA	2	750886	2024-01-24	2024-01-23	343.5	3	0.15	Noqoodi	1
24831	APPLY_FOR_RVISA	1	519445	2023-01-31	2023-01-30	393.5	3	0.15	Noqoodi	1
24831	APPLY_FOR_RVISA	2	531933	2023-02-13	2023-02-11	393.5	3	0.15	Noqoodi	1
27713	APPLY_FOR_RVISA	1	568409	2023-04-12	2023-04-11	393.5	3	0.15	Noqoodi	1
27713	APPLY_FOR_RVISA	2	802084	2024-03-23	2024-03-21	343.5	3	0.15	Noqoodi	1
30062	APPLY_FOR_RVISA	1	307315	2021-05-20	2021-05-19	393.5	3	0.15	Noqoodi	1
30062	APPLY_FOR_RVISA	2	618788	2023-07-06	2023-07-05	443.5	3	0.15	Noqoodi	1
36025	APPLY_FOR_RVISA	1	802087	2024-03-23	2024-03-21	1022.5	3	0.15	Noqoodi	1
36025	APPLY_FOR_RVISA	2	913526	2024-07-22	2024-07-21	443.5	3	0.15	Noqoodi	1
41707	APPLY_FOR_RVISA	1	881778	2024-06-15	2024-06-14	443.5	3	0.15	Noqoodi	1
41707	APPLY_FOR_RVISA	2	914621	2024-07-24	2024-07-23	443.5	3	0.15	Noqoodi	1
46031	APPLY_FOR_RVISA	1	1005622	2024-10-17	2024-10-17	443.5	3	0.15	Noqoodi	1
46031	APPLY_FOR_RVISA	2	1050891	2024-11-19	2024-11-19	443.5	3	0.15	Noqoodi	1
46229	APPLY_FOR_RVISA	1	939398	2024-08-14	2024-08-13	443.5	3	0.15	Noqoodi	1
46229	APPLY_FOR_RVISA	2	943589	2024-08-22	2024-08-21	443.5	3	0.15	Noqoodi	1
46462	APPLY_FOR_RVISA	1	940154	2024-08-15	2024-08-14	443.5	3	0.15	Noqoodi	1
46462	APPLY_FOR_RVISA	2	943599	2024-08-22	2024-08-21	443.5	3	0.15	Noqoodi	1
52856	APPLY_FOR_RVISA	1	1054091	2024-11-23	2024-11-22	443.5	3	0.15	Noqoodi	1
52856	APPLY_FOR_RVISA	2	1140290	2025-01-28	2025-01-27	2143.5	3	0.15	Noqoodi	1
52887	APPLY_FOR_RVISA	1	1046408	2024-11-12	2024-11-08	443.5	3	0.15	Noqoodi	1
52887	APPLY_FOR_RVISA	2	1085467	2024-12-17	2024-12-16	443.5	3	0.15	Noqoodi	1
56842	APPLY_FOR_RVISA	1	1093614	2024-12-26	2024-12-25	443.5	3	0.15	Noqoodi	1
56842	APPLY_FOR_RVISA	2	1172033	2025-02-12	2025-02-11	443.5	3	0.15	Noqoodi	1
87012	APPLY_FOR_RVISA	1	1482201	2025-09-13	2025-09-12	443.5	3	0.15	Noqoodi	1
87012	APPLY_FOR_RVISA	2	1486146	2025-09-17	2025-09-16	443.5	3	0.15	Noqoodi	1
92283	APPLY_FOR_RVISA	1	1656726	2026-01-02	2026-01-01	443.5	3	0.15	Noqoodi	1
92283	APPLY_FOR_RVISA	2	1705298	2026-01-27	2026-01-26	1293.5	3	0.15	Noqoodi	1
93277	APPLY_FOR_RVISA	1	1640714	2025-12-16	2025-12-15	443.5	3	0.15	Noqoodi	1
93277	APPLY_FOR_RVISA	2	1684995	2026-01-07	2026-01-06	443.5	3	0.15	Noqoodi	1
96965	APPLY_FOR_RVISA	1	1762674	2026-02-23	2026-02-21	1443.5	3	0.15	Noqoodi	1
96965	APPLY_FOR_RVISA	2	2077520	2026-08-11	2026-08-10	8943.5	3	0.15	Noqoodi	1
99005	APPLY_FOR_RVISA	1	1705471	2026-01-27	2026-01-26	457.46	0	0	Credit_Card	1
99005	APPLY_FOR_RVISA	2	1751367	2026-02-13	2026-02-12	443.5	3	0.15	Noqoodi	1
104769	APPLY_FOR_RVISA	1	1798818	2026-03-05	2026-03-03	443.5	3	0.15	Noqoodi	1
104769	APPLY_FOR_RVISA	2	1868495	2026-04-21	2026-04-17	443.5	3	0.15	Noqoodi	1
107164	APPLY_FOR_RVISA	1	1826710	2026-04-01	2026-03-31	443.5	3	0.15	Noqoodi	1
107164	APPLY_FOR_RVISA	2	1866639	2026-04-21	2026-04-10	443.5	3	0.15	Noqoodi	1
113190	APPLY_FOR_RVISA	1	1967656	2026-06-12	2026-06-11	443.5	3	0.15	Noqoodi	1
113190	APPLY_FOR_RVISA	2	2031639	2026-07-16	2026-07-15	443.5	3	0.15	Noqoodi	1
113190	APPLY_FOR_RVISA	3	2045251	2026-08-01	2026-08-01	446.65			Noqoodi	1
120669	APPLY_FOR_RVISA	1	2044108	2026-07-31	2026-07-30	443.5	3	0.15	Noqoodi	1
120669	APPLY_FOR_RVISA	2	2044167	2026-07-31	2026-07-30	443.5	3	0.15	Noqoodi	1
